Id|Precinct|For|Against|Totals|TabName
79|Precinct 10|720|558|1278|Buffalo
80|Precinct 11|368|244|612|Buffalo
81|Precinct 12|423|307|730|Buffalo
82|Precinct 13|811|686|1497|Buffalo
83|Precinct 14|722|437|1159|Buffalo
84|Precinct 15|131|163|294|Buffalo
85|Precinct 16|316|253|569|Buffalo
86|Precinct 17|134|127|261|Buffalo
87|Precinct 18|441|211|652|Buffalo
88|Precinct 19|234|315|549|Buffalo
89|Precinct 20|509|580|1089|Buffalo
90|Precinct 21|271|229|500|Buffalo
91|Precinct 22|167|142|309|Buffalo
92|Precinct 23|200|172|372|Buffalo
93|Precinct 24|435|284|719|Buffalo
94|Precinct 25|388|262|650|Buffalo
95|Precinct 26|395|340|735|Buffalo
96|Precinct 27|167|158|325|Buffalo
97|Precinct 28|306|345|651|Buffalo
98|Precinct 29|314|303|617|Buffalo
99|ARIZONA-RIVERSIDE|154|60|214|Burt
100|BELL-OAK-PERSH|168|107|275|Burt
101|CRAIG|150|84|234|Burt
102|DECATUR-QUINN|224|95|319|Burt
103|EVERETT-LOGAN|94|95|189|Burt
104|LYONS CITY|270|118|388|Burt
105|OAKLAND I|208|118|326|Burt
106|OAKLAND II|189|105|294|Burt
107|SILVERCREEK-SUMMIT|212|91|303|Burt
108|TEKAMAH I|327|125|452|Burt
109|TEKAMAH II|300|132|432|Burt
110|Linwood-Skull Creek-Platte|247|96|343|Butler
111|Savannah-Alexis|433|221|654|Butler
112|Summit-Reading|263|115|378|Butler
113|Franklin-Bone Creek|193|113|306|Butler
114|Oak Creek-Center|236|165|401|Butler
115|Union-Olive|177|93|270|Butler
116|Read-Ulysses|180|100|280|Butler
117|Plum Creek-Richardson|226|121|347|Butler
118|First Ward|242|128|370|Butler
119|Second Ward|284|141|425|Butler
120|Third Ward|277|217|494|Butler
121|Tipton|817|390|1207|Cass
122|McKelverly|172|93|265|Cass
123|Salt Creek|361|138|499|Cass
124|Stove Creek|386|190|576|Cass
125|Murdock|248|135|383|Cass
126|South Bend|438|176|614|Cass
127|Buccaneer Bay|655|241|896|Cass
128|Center|219|112|331|Cass
129|East Louisville|370|140|510|Cass
130|West Louisville|414|207|621|Cass
131|Avoca|178|98|276|Cass
132|Mount Pleasant|98|41|139|Cass
133|Eight Mile Grove|508|169|677|Cass
134|Nehawka|134|56|190|Cass
135|Liberty|261|89|350|Cass
136|North Rock Bluff|424|206|630|Cass
137|South Rock Bluff|750|343|1093|Cass
138|West Rock Bluff|244|129|373|Cass
139|North Plattsmouth|354|195|549|Cass
140|South Plattsmouth|521|289|810|Cass
141|Weeping Water 1st Ward|217|82|299|Cass
142|Weeping Water 2nd Ward|233|73|306|Cass
143|1st Ward - 1st Precinct|254|111|365|Cass
144|1st Ward - 2nd Precinct|224|114|338|Cass
145|2nd Ward - 1st Precinct|267|122|389|Cass
146|2nd Ward - 2nd Precinct|232|116|348|Cass
147|3rd Ward - 1st Precinct|257|113|370|Cass
148|3rd Ward - 2nd Precinct|237|102|339|Cass
149|4th Ward - 1st Precinct|190|71|261|Cass
150|4th Ward - 2nd Precinct|252|108|360|Cass
151|Precinct 1 (1)|111|75|186|Cedar
152|Precinct 2 (2-3)|226|163|389|Cedar
153|Precicnt 3 (4)|105|82|187|Cedar
154|Precicnt 4 (5-6-7)|227|176|403|Cedar
155|Precinct 5 (13-14)|94|65|159|Cedar
156|Precinct 6 (8-9)|656|435|1091|Cedar
157|Precicnt 7 (9A)|55|43|98|Cedar
158|Precinct 8 (10-11-12)|150|101|251|Cedar
159|Precinct 9 (15-16)|272|154|426|Cedar
160|Precicnt 10 (17-18)|79|60|139|Cedar
161|Precinct 11 (19)|378|145|523|Cedar
162|Precinct 12 (20)|80|43|123|Cedar
163|Precicnt 13 (21)|369|257|626|Cedar
164|Champion/Lamar|130|149|279|Chase
165|Imperial East|134|181|315|Chase
166|Imperial West|272|311|583|Chase
167|Imperial Rural|129|201|330|Chase
168|Wauneta|176|186|362|Chase
169|Barley|19|21|40|Cherry
170|Cleveland|38|29|67|Cherry
171|Cody|130|58|188|Cherry
172|Crookston|65|53|118|Cherry
173|Gillaspie|5|16|21|Cherry
174|Goose Creek|24|54|78|Cherry
175|Kennedy|10|13|23|Cherry
176|Kilgore|33|40|73|Cherry
177|King|8|10|18|Cherry
178|Lackey|27|29|56|Cherry
179|Loup|61|71|132|Cherry
180|Merriman|92|41|133|Cherry
181|Mother Lake|23|14|37|Cherry
182|Nenzel|17|15|32|Cherry
183|Russell|20|3|23|Cherry
184|Valentine East|329|276|605|Cherry
185|Valentine North|396|316|712|Cherry
186|Valentine South|223|195|418|Cherry
187|Wells|30|49|79|Cherry
188|Wood Lake|41|49|90|Cherry
189|Sidney 1|320|187|507|Cheyenne
190|Sidney 2|417|240|657|Cheyenne
191|Sidney 3|346|186|532|Cheyenne
192|Sidney 4|291|244|535|Cheyenne
193|Sidney 5|552|383|935|Cheyenne
194|Gurley|143|137|280|Cheyenne
195|Lodgepole|207|168|375|Cheyenne
196|Potter|160|148|308|Cheyenne
197|Union Valley|153|119|272|Cheyenne
198|Harvard Cons.|295|190|485|Clay
199|Inland Leicester|123|104|227|Clay
200|Sutton 1st|228|200|428|Clay
201|Sutton 2nd|198|193|391|Clay
202|Sutton Twps|142|142|284|Clay
203|Glenvil|119|89|208|Clay
204|Spring Ranch FF 2nd|140|72|212|Clay
205|Fairfield 1st|137|64|201|Clay
206|Edgar Cons.|206|161|367|Clay
207|Clay Center City|258|147|405|Clay
208|LLLM Cons.|112|137|249|Clay
209|Schuyler 1|388|182|570|Colfax
210|Schuyler 2|578|271|849|Colfax
211|Schuyler 3|520|223|743|Colfax
212|Clarkson 4|524|242|766|Colfax
213|Howells 5|322|171|493|Colfax
433|Nickerson/Maple Townships|334|188|522|Dodge
434|City of Hooper|303|146|449|Dodge
435|Hooper/Logan Townships|269|176|445|Dodge
436|Elkhorn Township|126|77|203|Dodge
437|Union/Cott/Ridg/PV Townships|380|203|583|Dodge
438|01-02|863|333|1196|Douglas
439|01-03|618|290|908|Douglas
440|01-04|765|283|1048|Douglas
441|01-05|797|290|1087|Douglas
442|01-07|920|390|1310|Douglas
443|01-08|905|355|1260|Douglas
444|01-09|674|232|906|Douglas
445|01-10|396|179|575|Douglas
446|01-11|719|292|1011|Douglas
447|01-12|78|42|120|Douglas
448|01-13|975|446|1421|Douglas
449|01-14|1088|532|1620|Douglas
450|01-15|1120|391|1511|Douglas
451|01-16|639|262|901|Douglas
452|01-17|810|354|1164|Douglas
453|01-18|1027|599|1626|Douglas
454|01-19|816|442|1258|Douglas
455|01-20|744|302|1046|Douglas
456|01-21|845|351|1196|Douglas
457|01-22|654|390|1044|Douglas
458|01-23|699|314|1013|Douglas
459|01-24|688|305|993|Douglas
460|01-25|611|237|848|Douglas
461|01-26|639|291|930|Douglas
462|01-27|629|374|1003|Douglas
463|01-28|770|294|1064|Douglas
464|01-29|711|282|993|Douglas
307|BCN|268|158|426|Cuming
308|BL|270|177|447|Cuming
309|SSGC|338|239|577|Cuming
310|SW4|304|166|470|Cuming
311|WP2|328|238|566|Cuming
312|BGW|524|220|744|Cuming
313|WP1&3|505|288|793|Cuming
314|MASON CITY|91|134|225|Custer
315|ARNOLD|160|267|427|Custer
316|ANSLEY/M/W|224|207|431|Custer
317|BROKEN BOW NORTH|89|82|171|Custer
318|BROKEN BOW NORTH RURAL|114|119|233|Custer
319|BROKEN BOW SOUTH|299|310|609|Custer
320|BROKEN BOW SOUTHWEST|127|130|257|Custer
321|BERWYN|53|75|128|Custer
322|CUSTER|16|39|55|Custer
323|EAST CUSTER|10|15|25|Custer
324|MERNA COMMUNITY BLDG|168|219|387|Custer
325|COMSTOCK/DG/SC|70|65|135|Custer
326|DELIGHT|180|192|372|Custer
327|ELIM|23|47|70|Custer
328|TRIUMPH|24|47|71|Custer
329|GAR/LIL/MIL|47|112|159|Custer
330|GRANT|13|11|24|Custer
331|LOUP|28|53|81|Custer
332|SARGENT RUR/C/WU|73|65|138|Custer
333|SARGENT VILLAGE|154|107|261|Custer
334|RYNO|25|34|59|Custer
335|ANSELMO|103|124|227|Custer
336|WOODRIVER|77|93|170|Custer
337|WAYNE|23|55|78|Custer
338|BROKEN BOW NORTHWEST|273|228|501|Custer
339|BROKEN BOW SOUTH RURAL|101|107|208|Custer
340|SARGENT VILLAGE|0|0|0|Custer
341|RYNO|0|0|0|Custer
342|ANSELMO|0|0|0|Custer
343|WOODRIVER|0|0|0|Custer
344|WAYNE|0|0|0|Custer
345|BB NORTHWEST|0|0|0|Custer
346|BB SOUTH RURAL|0|0|0|Custer
347|01 - SSC Ward 1|306|119|425|Dakota
348|02 - SSC Ward 2|517|208|725|Dakota
349|03 - SSC Ward 3|472|205|677|Dakota
350|04 - SSC Ward 4A|291|143|434|Dakota
351|05 - SSC Ward 4AA|262|89|351|Dakota
352|06 - SSC Ward 4B|448|210|658|Dakota
353|07 - Covington Island|540|248|788|Dakota
354|08 - Dakota City|428|185|613|Dakota
355|09 - Dakota Rural|141|100|241|Dakota
356|10 - Emerson|128|78|206|Dakota
357|11 - Hubbard|160|87|247|Dakota
358|12 - Omadi|303|177|480|Dakota
359|13 - St. Johns|281|134|415|Dakota
360|Precinct 1|131|84|215|Dawes
361|Precinct 2|392|204|596|Dawes
362|Precinct 3|338|155|493|Dawes
363|Precinct 4|268|133|401|Dawes
364|Precinct 5|209|126|335|Dawes
365|Precinct 6|238|168|406|Dawes
366|Precinct 7|128|100|228|Dawes
367|Precinct 8|226|152|378|Dawes
368|Precinct 9|83|59|142|Dawes
369|Precinct 10|242|173|415|Dawes
370|Precinct 11|172|98|270|Dawes
371|Coyote|132|95|227|Dawson
372|Cozad East|421|382|803|Dawson
373|Cozad West|441|347|788|Dawson
374|Fairview|71|64|135|Dawson
375|Farnam|57|71|128|Dawson
376|German|64|94|158|Dawson
377|Gillan|112|150|262|Dawson
378|Gothenburg East|445|450|895|Dawson
379|Gothenburg West|425|432|857|Dawson
380|Grant|116|145|261|Dawson
381|Kennebec|42|47|89|Dawson
382|Lexington 1st|231|193|424|Dawson
383|Lexington 2nd|380|315|695|Dawson
384|Lexington 3rd|471|348|819|Dawson
385|Lexington 4th|145|102|247|Dawson
386|Lexington 5th|324|212|536|Dawson
387|Overton|286|256|542|Dawson
388|Platte|225|139|364|Dawson
389|Ringgold|97|116|213|Dawson
390|Woodriver|107|129|236|Dawson
391|Chappell|172|128|300|Deuel
392|Swan|161|131|292|Deuel
393|Big Springs|178|161|339|Deuel
394|Logan-Wakefield 3|125|94|219|Dixon
395|Concord-Dixon-Clark|175|127|302|Dixon
396|Daily-Hooker-Newcastle|264|157|421|Dixon
397|Wakefield 1|156|69|225|Dixon
398|Wakefield 2|93|50|143|Dixon
399|Springbank|187|124|311|Dixon
400|Galena-Silvercreek|137|93|230|Dixon
401|Emerson|144|64|208|Dixon
402|Ottercreek|78|44|122|Dixon
403|Ponca Township|155|100|255|Dixon
404|Ponca 1|154|73|227|Dixon
405|Ponca 2|151|92|243|Dixon
406|Fremont 1A|474|242|716|Dodge
407|Fremont 1B|432|168|600|Dodge
408|Fremont 1C|506|322|828|Dodge
409|Fremont 1D|314|151|465|Dodge
410|Fremont 1E|483|245|728|Dodge
411|Fremont 2A|276|158|434|Dodge
412|Fremont 2B|290|138|428|Dodge
413|Fremont 2C|577|264|841|Dodge
414|Fremont 2D|206|103|309|Dodge
415|Fremont 2E|353|185|538|Dodge
416|Fremont 3A|202|114|316|Dodge
417|Fremont 3B|143|59|202|Dodge
418|Fremont 3C|246|97|343|Dodge
419|Fremont 3D|353|158|511|Dodge
420|Fremont 3E|365|189|554|Dodge
421|Fremont 4A|416|184|600|Dodge
422|Fremont 4B|290|135|425|Dodge
423|Fremont 4C|553|256|809|Dodge
424|Fremont 4D|542|350|892|Dodge
425|Fremont 4E|173|104|277|Dodge
426|City of North Bend|427|176|603|Dodge
427|City of Scribner|289|132|421|Dodge
428|Cuming/Everett Townships|137|97|234|Dodge
429|Webster Township|298|109|407|Dodge
430|Pebble Township|140|90|230|Dodge
431|Platte East|201|73|274|Dodge
432|Platte West|470|198|668|Dodge
465|01-30|789|333|1122|Douglas
466|01-31|924|349|1273|Douglas
467|02-01|629|188|817|Douglas
468|02-02|657|214|871|Douglas
469|02-03|855|318|1173|Douglas
470|02-04|477|189|666|Douglas
471|02-05|424|165|589|Douglas
472|02-06|484|183|667|Douglas
473|02-07|501|184|685|Douglas
474|02-08|499|165|664|Douglas
475|02-09|553|165|718|Douglas
476|02-10|486|180|666|Douglas
477|02-11|650|261|911|Douglas
478|02-12|774|249|1023|Douglas
479|02-13|433|149|582|Douglas
480|02-14|771|277|1048|Douglas
481|02-15|738|229|967|Douglas
482|02-16|519|232|751|Douglas
483|02-17|614|260|874|Douglas
484|02-18|299|105|404|Douglas
485|02-19|518|165|683|Douglas
486|02-20|462|165|627|Douglas
487|02-21|485|168|653|Douglas
488|02-22|424|147|571|Douglas
489|02-23|509|180|689|Douglas
490|02-24|653|238|891|Douglas
491|02-25|808|311|1119|Douglas
492|03-02|800|361|1161|Douglas
493|03-03|878|355|1233|Douglas
494|03-04|395|193|588|Douglas
495|03-05|773|269|1042|Douglas
496|03-06|734|260|994|Douglas
497|03-07|1024|384|1408|Douglas
498|03-08|785|322|1107|Douglas
499|03-09|991|398|1389|Douglas
500|03-10|447|222|669|Douglas
501|03-11|395|135|530|Douglas
502|03-12|646|315|961|Douglas
503|03-13|732|282|1014|Douglas
504|03-14|864|363|1227|Douglas
505|03-15|964|346|1310|Douglas
506|03-16|747|274|1021|Douglas
507|03-17|797|314|1111|Douglas
508|03-18|703|325|1028|Douglas
509|03-19|857|345|1202|Douglas
510|03-20|960|480|1440|Douglas
511|03-21|868|313|1181|Douglas
512|03-22|458|168|626|Douglas
513|03-23|735|440|1175|Douglas
514|03-24|608|373|981|Douglas
515|03-25|783|295|1078|Douglas
516|03-26|847|291|1138|Douglas
517|04-01|342|118|460|Douglas
518|04-02|643|223|866|Douglas
519|04-03|556|216|772|Douglas
520|04-04|760|278|1038|Douglas
521|04-05|995|350|1345|Douglas
522|04-06|758|261|1019|Douglas
523|04-07|646|185|831|Douglas
524|04-08|802|270|1072|Douglas
525|04-09|392|165|557|Douglas
526|04-10|602|225|827|Douglas
527|04-11|782|254|1036|Douglas
528|04-12|800|250|1050|Douglas
529|04-13|621|298|919|Douglas
530|04-14|345|154|499|Douglas
531|04-15|665|259|924|Douglas
532|04-16|727|250|977|Douglas
533|04-17|513|183|696|Douglas
534|04-18|439|196|635|Douglas
535|04-19|704|277|981|Douglas
536|04-20|652|273|925|Douglas
537|04-21|893|323|1216|Douglas
538|05-01|915|365|1280|Douglas
539|05-02|886|443|1329|Douglas
540|05-03|921|464|1385|Douglas
541|05-05|702|268|970|Douglas
542|05-06|657|230|887|Douglas
543|05-07|1201|440|1641|Douglas
544|05-09|818|438|1256|Douglas
545|05-10|859|326|1185|Douglas
546|05-11|1005|358|1363|Douglas
547|05-12|910|376|1286|Douglas
548|05-13|1090|546|1636|Douglas
549|05-14|950|417|1367|Douglas
550|05-15|890|404|1294|Douglas
551|05-16|851|364|1215|Douglas
552|05-17|904|492|1396|Douglas
553|05-18|981|378|1359|Douglas
554|05-19|732|326|1058|Douglas
555|05-23|847|374|1221|Douglas
556|05-24|888|305|1193|Douglas
557|05-25|1025|386|1411|Douglas
558|05-26|588|228|816|Douglas
559|05-27|670|296|966|Douglas
560|05-28|792|282|1074|Douglas
561|05-30|945|418|1363|Douglas
562|05-31|889|427|1316|Douglas
563|05-32|544|269|813|Douglas
564|05-33|259|95|354|Douglas
565|05-34|352|163|515|Douglas
566|05-35|1112|436|1548|Douglas
567|05-36|830|380|1210|Douglas
568|06-02|726|436|1162|Douglas
569|06-03|743|422|1165|Douglas
570|06-04|793|396|1189|Douglas
571|06-07|762|425|1187|Douglas
572|06-08|853|489|1342|Douglas
573|06-09|910|445|1355|Douglas
574|06-10|961|443|1404|Douglas
575|06-11|1023|480|1503|Douglas
576|06-12|773|311|1084|Douglas
577|06-13|1182|461|1643|Douglas
578|06-14|1043|438|1481|Douglas
579|06-15|655|438|1093|Douglas
580|06-16|906|464|1370|Douglas
581|06-17|689|378|1067|Douglas
582|06-18|256|110|366|Douglas
583|06-19|896|467|1363|Douglas
584|06-20|873|429|1302|Douglas
585|06-21|925|446|1371|Douglas
586|06-22|1091|531|1622|Douglas
587|06-23|564|256|820|Douglas
588|06-24|876|412|1288|Douglas
589|06-25|701|398|1099|Douglas
590|06-26|692|375|1067|Douglas
591|06-27|767|333|1100|Douglas
592|06-28|908|413|1321|Douglas
593|06-29|672|370|1042|Douglas
594|06-30|431|253|684|Douglas
595|06-31|926|356|1282|Douglas
596|06-32|1022|532|1554|Douglas
597|06-33|1031|481|1512|Douglas
598|06-34|1098|530|1628|Douglas
599|06-35|598|184|782|Douglas
600|06-36|673|249|922|Douglas
601|07-01|835|335|1170|Douglas
602|07-02|935|430|1365|Douglas
603|07-03|981|307|1288|Douglas
604|07-04|950|372|1322|Douglas
605|07-05|939|369|1308|Douglas
606|07-09|891|366|1257|Douglas
607|07-10|942|343|1285|Douglas
608|07-11|962|319|1281|Douglas
609|07-12|940|400|1340|Douglas
610|07-13|1012|386|1398|Douglas
611|07-14|949|411|1360|Douglas
612|07-15|780|284|1064|Douglas
613|07-16|744|302|1046|Douglas
614|07-17|819|379|1198|Douglas
615|07-18|876|357|1233|Douglas
616|07-19|971|379|1350|Douglas
617|07-20|885|468|1353|Douglas
618|07-21|926|517|1443|Douglas
619|07-24|806|357|1163|Douglas
620|07-25|987|315|1302|Douglas
621|07-26|890|405|1295|Douglas
622|07-27|846|394|1240|Douglas
623|07-28|489|227|716|Douglas
624|07-29|815|341|1156|Douglas
625|07-30|791|352|1143|Douglas
626|07-31|760|335|1095|Douglas
627|07-32|893|405|1298|Douglas
628|07-33|588|255|843|Douglas
629|07-34|758|363|1121|Douglas
630|07-35|862|324|1186|Douglas
631|08-01|414|208|622|Douglas
632|08-02|322|114|436|Douglas
633|08-03|353|119|472|Douglas
634|08-04|465|174|639|Douglas
635|08-05|360|143|503|Douglas
636|08-06|300|120|420|Douglas
637|08-07|451|277|728|Douglas
638|08-08|263|158|421|Douglas
639|08-09|452|248|700|Douglas
640|08-10|90|54|144|Douglas
641|08-11|773|265|1038|Douglas
642|08-12|1232|393|1625|Douglas
643|08-13|1027|448|1475|Douglas
644|08-14|710|289|999|Douglas
645|08-15|982|423|1405|Douglas
646|08-16|1145|320|1465|Douglas
647|08-17|981|407|1388|Douglas
648|08-19|768|275|1043|Douglas
649|08-20|1094|344|1438|Douglas
650|08-23|672|263|935|Douglas
651|08-24|704|353|1057|Douglas
652|08-27|57|25|82|Douglas
653|08-39|436|216|652|Douglas
654|08-40|1211|472|1683|Douglas
655|08-41|814|375|1189|Douglas
656|08-42|1073|476|1549|Douglas
657|08-43|1195|445|1640|Douglas
658|08-44|589|219|808|Douglas
659|08-45|1019|412|1431|Douglas
660|08-46|1008|329|1337|Douglas
661|08-47|1057|335|1392|Douglas
662|08-48|880|419|1299|Douglas
663|08-49|1401|522|1923|Douglas
664|08-50|623|253|876|Douglas
665|08-51|1161|415|1576|Douglas
666|08-52|623|239|862|Douglas
667|08-53|633|189|822|Douglas
668|08-55|1366|561|1927|Douglas
669|08-56|960|272|1232|Douglas
670|08-57|1136|364|1500|Douglas
671|08-58|782|322|1104|Douglas
672|08-59|1187|423|1610|Douglas
673|08-60|791|287|1078|Douglas
674|08-61|1091|408|1499|Douglas
675|Benkelman I & Ough|190|178|368|Dundy
676|Benkelman II|134|165|299|Dundy
677|Benkelman III|85|60|145|Dundy
678|Haigler|56|62|118|Dundy
679|Exeter Township|235|122|357|Fillmore
680|Fairmont Township|186|98|284|Fillmore
681|West Blue/Grafton/Bennett|118|102|220|Fillmore
682|South Geneva & Geneva Township|316|160|476|Fillmore
683|North Geneva|270|165|435|Fillmore
684|Madison Township|224|99|323|Fillmore
685|Liberty/Glengary/Franklin|266|96|362|Fillmore
686|Chelsea/Stanton/Belle Prairie|111|84|195|Fillmore
687|Momence/Bryant/Hamilton|198|156|354|Fillmore
688|Hildreth|202|234|436|Franklin
689|Campbell|176|147|323|Franklin
690|West Franklin|296|265|561|Franklin
691|East Franklin|186|149|335|Franklin
692|Eustis|167|185|352|Frontier
693|Stockville|125|141|266|Frontier
694|Curtis|254|182|436|Frontier
695|Maywood|120|92|212|Frontier
696|Garden Prairie|43|60|103|Frontier
697|Arapahoe|278|354|632|Furnas
698|Beaver City|179|211|390|Furnas
699|Cambridge|380|294|674|Furnas
700|Edison|37|65|102|Furnas
701|Hendley|33|66|99|Furnas
702|Holbrook|79|88|167|Furnas
703|Oxford|170|171|341|Furnas
704|Wilsonville|34|59|93|Furnas
705|Adams Area|756|383|1139|Gage
706|Odell Area|377|157|534|Gage
707|Filley/Virginia Area|437|173|610|Gage
708|NW Quad Area|841|421|1262|Gage
709|Homestead Area|505|255|760|Gage
710|Wymore Area|708|290|998|Gage
711|Beatrice Ward 1|945|457|1402|Gage
712|Beatrice Ward 2|981|448|1429|Gage
713|Beatrice Ward 3|708|318|1026|Gage
714|Beatrice Ward 4|1027|458|1485|Gage
715|Lisco|65|31|96|Garden
716|Oshkosh 1|155|140|295|Garden
717|Lost Creek|236|190|426|Garden
718|Blue Creek|176|117|293|Garden
719|Ward I City of Burwell|150|148|298|Garfield
720|Ward II City of Burwell|132|124|256|Garfield
721|Rural Garfield County|194|235|429|Garfield
722|1|207|187|394|Gosper
723|2|218|180|398|Gosper
724|3|99|112|211|Gosper
725|4|44|31|75|Gosper
726|Grant County|199|165|364|Grant
727|Scotia|133|102|235|Greeley
728|Spalding|242|171|413|Greeley
729|Wolbach|123|62|185|Greeley
730|Greeley|205|138|343|Greeley
731|One|659|279|938|Hall
732|Two|265|150|415|Hall
733|Three|663|248|911|Hall
734|Four|583|244|827|Hall
735|Five|756|371|1127|Hall
736|Six|711|350|1061|Hall
737|Seven|661|291|952|Hall
738|Eight|768|348|1116|Hall
739|Nine|842|407|1249|Hall
740|Ten|739|326|1065|Hall
741|Eleven|657|334|991|Hall
742|Twelve|484|251|735|Hall
743|Thirteen|1047|509|1556|Hall
744|Fourteen|1111|546|1657|Hall
745|Fifteen|1092|486|1578|Hall
746|Sixteen|754|406|1160|Hall
747|Seventeen|539|255|794|Hall
748|Eighteen|684|302|986|Hall
749|Nineteen|429|187|616|Hall
750|Twenty|0|0|0|Hall
751|Twenty-one|458|241|699|Hall
752|Twenty-two|698|400|1098|Hall
753|Twenty-three|318|136|454|Hall
754|Twenty-four|685|406|1091|Hall
755|Twenty-five|0|0|0|Hall
756|Twenty-six|0|0|0|Hall
757|Precinct 1|76|129|205|Hamilton
758|Precinct 2|289|189|478|Hamilton
759|Precinct 3|251|234|485|Hamilton
760|Precinct 4|85|101|186|Hamilton
761|Precinct 5|332|206|538|Hamilton
762|Precinct 6|145|114|259|Hamilton
763|Precinct 7|196|203|399|Hamilton
764|Precinct 8|179|137|316|Hamilton
765|Ward 1|516|438|954|Hamilton
766|Ward 2|408|283|691|Hamilton
767|Ward 3|398|355|753|Hamilton
768|Republican City|111|116|227|Harlan
769|Huntley-Ragan|99|121|220|Harlan
770|East Alma|121|104|225|Harlan
771|Central Alma|133|120|253|Harlan
772|West Alma|128|113|241|Harlan
773|Orleans|137|165|302|Harlan
774|Stamford|75|88|163|Harlan
775|Oxford|114|109|223|Harlan
776|Precinct 1|73|84|157|Hayes
777|Precinct 2|75|99|174|Hayes
778|Precinct 3|71|95|166|Hayes
779|Culbertson|292|251|543|Hitchcock
780|Palisade|77|90|167|Hitchcock
781|Stratton|136|162|298|Hitchcock
782|Trenton|231|144|375|Hitchcock
783|01 Antelope, Iowa & Verdigris|104|102|206|Holt
784|02 Atkinson & Surrounding Twps|268|322|590|Holt
785|03 Chambers & Surrounding Twps|206|272|478|Holt
786|04 Emmet & Northeast Twps|120|122|242|Holt
787|05 Ewing, Golden & Deloit|208|147|355|Holt
788|06 Inman Twp|89|69|158|Holt
789|07 Stuart & Cleveland Twps|234|236|470|Holt
790|08 Grattan & Shields Twps|236|268|504|Holt
791|09 Atkinson Ward I|301|320|621|Holt
792|10 O'Neill Ward I|262|252|514|Holt
793|11 O'Neill Ward II|270|229|499|Holt
794|12 O'Neill Ward III|152|131|283|Holt
795|13 O'Neill Ward IV|139|136|275|Holt
796|Precinct 1|193|204|397|Hooker
797|St. Paul Ward I|479|193|672|Howard
798|St. Paul Ward II|573|324|897|Howard
799|Spring Creek|106|59|165|Howard
800|Elba|178|93|271|Howard
801|Posen|170|82|252|Howard
